persona_id;anio;sexo_id;edad;maximo_grado_academico_id;disciplina_maximo_grado_academico_id;disciplina_titulo_grado_id;disciplina_experticia_id;tipo_personal_id;producciones_ult_anio;producciones_ult_2_anios;producciones_ult_3_anios;producciones_ult_4_anios;institucion_trabajo_id;seniority_level;categoria_conicet_id;categoria_incentivos;max_dedicacion_horaria_docente_id;institucion_cargo_docente_id;clase_cargo_docente_id;tipo_condicion_docente_id
1;2011;2;36;-1;-1;-1;64;4;0;1;1;1;4488;   ;-1;-1;3;116;22;1
5;2011;1;48;1;255;255;255;3;5;7;13;17;118;B  ;2;3;3;118;19;2
7;2011;2;30;5;111;111;158;1;11;13;13;13;587;D  ;;;;;;
9;2011;2;61;1;256;256;157;3;5;14;16;19;5191;B  ;;;;;;
10;2011;2;51;5;248;248;29;4;0;1;3;4;44;   ;-1;4;3;101;21;1
11;2011;1;39;2;223;203;280;3;8;12;15;18;7310;C  ;-1;4;3;1654;17;3
12;2011;2;48;1;58;57;55;1;1;2;2;3;578;B  ;-1;3;1;578;19;1
13;2011;2;41;5;192;192;281;4;0;0;0;0;517;   ;-1;-1;3;517;21;1
15;2011;1;46;1;258;258;49;3;4;7;9;12;444;B  ;-1;3;1;444;21;1
17;2011;2;53;2;281;199;151;3;0;0;1;2;691;C  ;-1;4;3;213;18;2
19;2011;2;52;1;255;255;255;3;0;1;1;2;122;A  ;3;1;1;4009;18;1
21;2011;1;34;1;40;40;95;1;6;7;10;14;4154;C  ;7;5;3;3396;21;1
22;2011;2;33;1;65;65;65;3;7;10;11;16;9980;B  ;2;3;1;252;19;1
23;2011;2;58;1;256;256;18;3;14;24;44;51;939;A  ;5;1;1;146;17;1
24;2011;2;53;1;34;34;22;3;1;2;3;5;44;S/D;;;;;;
25;2011;2;37;1;237;206;206;1;3;7;10;12;357;C  ;7;5;3;357;46;1
26;2011;1;60;1;251;251;210;3;6;9;10;15;517;A  ;-1;2;1;517;17;1
27;2011;1;51;5;207;207;280;3;1;5;15;21;6317;A  ;8;2;3;5095;17;3
28;2011;2;49;1;11;11;11;3;6;8;9;10;22;B  ;;;;;;
29;2011;1;50;5;34;34;248;2;0;0;0;1;44;   ;;;;;;
32;2011;1;47;1;106;38;-1;3;11;19;21;23;877;A  ;3;2;3;356;18;1
35;2011;2;44;1;43;43;42;3;15;18;20;26;908;A  ;2;2;1;5637;18;1
36;2011;2;47;2;220;220;220;3;4;8;13;18;407;B  ;-1;3;1;407;19;1
39;2011;1;49;1;48;48;34;3;2;3;5;14;591;S/D;;;;;;
40;2011;2;36;1;20;20;20;3;6;14;19;25;929;B  ;2;3;3;4735;18;1
42;2011;2;34;1;-1;-1;48;1;3;8;13;14;8022;C  ;2;-1;3;416;40;2
43;2011;2;54;1;11;11;11;3;2;8;15;22;4846;A  ;4;1;3;269;17;1
45;2011;2;25;5;38;38;38;1;5;5;5;5;8382;D  ;;;;;;
46;2011;1;34;1;7;3;4;3;8;13;27;30;1243;B  ;2;3;1;1243;18;1
48;2011;1;38;1;248;-1;36;1;5;12;14;27;1717;C  ;-1;4;3;334;20;1
49;2011;2;67;1;214;214;33;3;1;2;2;4;9756;C  ;-1;4;2;9756;17;2
50;2011;2;44;5;256;256;106;3;2;7;18;25;8328;B  ;-1;3;1;7414;18;1
51;2011;2;51;1;254;107;254;3;15;33;46;67;1780;A  ;-1;1;1;4191;17;1
54;2011;2;51;1;20;20;22;3;3;3;3;3;1839;S/D;;;;;;
55;2011;1;38;1;-1;-1;50;3;8;22;32;34;7429;B  ;2;3;3;357;20;2
56;2011;2;50;1;234;234;207;3;6;12;19;38;1268;A  ;4;1;2;1416;17;1
57;2011;1;30;2;99;99;207;3;0;4;6;6;7310;S/D;-1;-1;3;101;22;1
58;2011;2;30;5;254;254;254;2;1;2;2;2;1795;   ;;;;;;
59;2011;1;41;1;-1;-1;249;3;12;17;25;25;342;B  ;2;3;3;342;21;1
61;2011;2;62;1;14;14;16;3;16;24;33;39;7205;A  ;4;1;2;1715;19;2
62;2011;2;40;1;-1;-1;7;3;7;11;13;14;4819;A  ;3;2;1;4819;19;2
64;2011;2;28;5;7;7;254;3;3;6;6;7;1728;S/D;-1;-1;2;1728;31;2
65;2011;2;34;1;174;35;-1;3;2;4;6;7;8022;C  ;1;-1;3;416;69;2
68;2011;1;35;2;223;192;254;3;2;4;5;7;4488;S/D;-1;-1;3;3969;18;3
69;2011;2;43;1;188;188;38;3;6;14;15;17;64;A  ;2;2;3;103;18;1
72;2011;1;48;1;277;277;277;3;10;19;28;38;178;B  ;3;-1;2;369;17;3
75;2011;2;62;1;158;157;158;3;8;32;71;84;339;A  ;-1;1;1;374;17;1
76;2011;1;64;1;282;282;223;3;2;2;6;6;5901;A  ;-1;1;1;476;17;1
80;2011;1;64;3;279;277;277;3;4;6;10;12;218;B  ;-1;3;2;3753;17;1
81;2011;2;52;1;-1;-1;36;3;11;14;23;33;44;A  ;-1;1;2;5984;18;1
82;2011;1;36;2;205;192;204;3;1;4;6;6;5392;S/D;-1;-1;3;691;20;1
84;2011;2;71;1;282;208;282;3;3;7;12;16;621;A  ;4;1;3;754;17;3
86;2011;2;43;1;257;250;48;3;15;22;32;40;5429;A  ;3;1;3;5979;18;1
87;2011;1;51;1;45;35;50;3;10;20;28;28;928;A  ;3;2;3;252;18;1
88;2011;2;45;2;278;223;223;3;1;2;2;2;3765;B  ;-1;3;1;420;17;1
89;2011;2;38;1;263;-1;80;3;4;5;9;10;905;C  ;2;-1;3;402;69;2
90;2011;2;44;1;61;61;61;3;9;13;14;14;1572;B  ;2;3;1;1572;17;1
95;2011;2;38;1;271;271;38;3;2;3;4;6;918;B  ;1;3;1;563;20;1
96;2011;2;65;3;199;197;199;3;2;2;2;4;550;A  ;-1;2;1;9020;17;1
97;2011;2;53;1;199;199;197;3;1;3;9;18;1728;C  ;-1;5;1;1728;18;2
98;2011;2;68;1;279;22;113;3;0;1;4;7;8208;S/D;;;;;;
99;2011;1;55;1;243;243;243;3;9;13;19;26;420;B  ;-1;3;2;420;17;1
100;2011;2;59;5;259;259;34;3;0;0;0;0;2367;A  ;-1;2;3;582;17;1
101;2011;1;43;1;271;38;96;3;4;5;9;14;9485;B  ;2;3;3;3932;20;1
102;2011;2;24;5;12;12;-1;1;0;0;0;0;148;D  ;6;-1;3;148;69;1
103;2011;2;37;1;45;45;38;3;5;8;11;13;8531;C  ;;;;;;
104;2011;1;53;2;277;255;279;3;2;3;4;9;1831;C  ;-1;4;2;122;21;1
106;2011;2;41;1;11;11;11;3;1;3;5;5;1730;B  ;2;3;1;122;20;1
107;2011;2;44;1;174;48;48;3;3;11;11;20;9412;A  ;2;2;3;252;20;1
108;2011;2;30;5;-1;-1;7;4;2;3;6;6;8631;   ;6;5;3;1243;21;1
109;2011;2;43;1;42;42;156;3;4;7;8;8;3642;A  ;-1;2;3;421;18;1
111;2011;2;55;1;277;277;277;3;2;4;25;28;4095;A  ;4;1;1;1781;17;1
112;2011;2;34;5;277;277;277;1;9;13;16;17;8173;C  ;6;5;3;5921;20;1
115;2011;1;48;1;285;285;285;3;18;27;33;44;3488;B  ;3;-1;3;357;17;2
116;2011;2;30;5;32;32;32;1;2;11;17;19;8207;C  ;6;5;3;971;20;1
117;2011;2;55;5;250;250;48;3;2;5;7;9;5376;S/D;;;;;;
118;2011;1;34;1;-1;-1;46;1;3;7;10;10;5376;C  ;;;;;;
119;2011;1;31;5;48;48;48;1;1;3;4;4;5376;D  ;;;;;;
120;2011;2;41;1;255;255;8;3;9;10;11;16;5124;B  ;2;3;3;468;18;2
123;2011;2;49;1;200;200;279;3;8;12;17;17;369;A  ;-1;1;1;370;17;1
124;2011;2;42;1;4;3;4;3;7;10;14;20;3680;A  ;2;2;3;228;19;2
125;2011;2;59;1;20;17;103;3;11;25;39;47;4912;A  ;;;;;;
126;2011;2;33;2;277;277;152;1;3;8;12;13;1466;B  ;-1;3;3;1466;20;1
127;2011;2;61;1;252;237;237;3;1;3;20;28;2030;A  ;-1;1;1;2062;17;1
128;2011;2;56;1;46;46;46;3;15;24;32;37;122;A  ;4;1;1;3434;19;1
129;2011;2;35;2;280;208;280;3;2;3;3;4;438;C  ;-1;4;1;438;18;2
131;2011;1;35;5;84;84;85;1;4;5;7;8;252;C  ;6;5;3;252;18;1
135;2011;1;61;1;277;277;277;3;12;25;38;48;5295;A  ;3;1;3;7553;17;2
136;2011;2;53;1;259;259;34;3;5;25;48;62;3895;A  ;2;1;3;468;18;1
137;2011;2;24;-1;-1;-1;11;2;0;0;0;0;5873;   ;;;;;;
139;2011;1;52;1;201;201;49;3;7;9;9;11;413;B  ;-1;3;3;416;21;1
140;2011;1;43;1;33;23;32;3;2;6;7;9;1353;C  ;2;-1;3;971;18;3
141;2011;1;33;1;258;40;258;1;4;8;10;10;4154;C  ;7;4;3;3396;21;1
142;2011;2;36;1;-1;-1;38;3;6;10;13;14;8382;B  ;1;3;3;156;20;1
144;2011;1;54;1;234;233;233;3;2;3;6;7;420;A  ;-1;2;1;420;17;1
146;2011;2;55;3;281;281;256;2;0;0;0;0;9842;   ;;;;;;
147;2011;1;50;1;275;186;275;3;7;15;25;29;4603;A  ;3;2;2;4971;18;1
149;2011;2;64;1;13;13;13;3;0;3;11;12;22;A  ;-1;2;3;6338;17;1
150;2011;2;58;1;271;108;264;3;11;18;29;36;10138;B  ;;;;;;
152;2011;2;52;1;286;74;254;3;7;8;12;14;421;C  ;-1;4;1;421;19;1
154;2011;1;32;2;282;221;201;2;0;0;0;0;5238;   ;;;;;;
155;2011;1;52;1;252;252;252;3;1;3;4;12;5780;A  ;3;1;3;1384;17;1
159;2011;2;51;1;287;287;287;3;3;3;7;11;5067;A  ;-1;2;1;1188;18;1
161;2011;2;45;2;284;284;284;3;1;3;5;5;462;B  ;-1;3;1;5222;17;1
162;2011;2;21;-1;-1;-1;227;2;0;0;0;0;7310;   ;;;;;;
163;2011;1;62;1;282;282;282;3;0;0;3;6;2071;C  ;-1;4;2;2071;17;3
164;2011;2;52;1;249;249;249;3;3;5;7;7;3857;B  ;-1;3;1;3496;19;3
165;2011;2;54;1;10;10;10;3;0;3;8;11;22;A  ;-1;2;3;5975;17;2
166;2011;2;71;1;19;19;19;3;25;40;58;83;895;A  ;5;1;3;352;59;1
169;2011;2;48;1;45;45;24;4;0;2;7;12;5491;   ;-1;3;1;5492;56;3
170;2011;1;59;5;229;229;231;3;3;7;10;10;397;C  ;-1;4;3;704;17;2
171;2011;2;45;1;191;174;273;3;7;12;16;20;908;A  ;2;2;1;5637;18;1
172;2011;2;32;1;201;108;154;1;6;17;21;24;8353;B  ;7;3;1;286;20;2
173;2011;2;54;3;257;53;279;3;1;3;4;5;1728;C  ;-1;5;1;1728;19;2
176;2011;2;28;5;255;255;11;1;0;3;5;5;3724;D  ;6;-1;3;148;22;1
178;2011;2;50;3;200;74;76;2;0;0;8;22;579;   ;;;;;;
181;2011;2;55;1;280;204;280;3;28;42;49;64;1268;A  ;3;1;3;216;17;2
182;2011;2;27;5;197;197;197;1;2;3;3;3;8479;D  ;6;-1;3;456;21;2
185;2011;1;48;3;-1;-1;-1;3;1;4;12;15;4560;S/D;-1;-1;3;116;20;2
186;2011;2;58;1;107;107;259;3;7;7;9;11;334;A  ;-1;1;2;334;17;1
189;2011;1;34;2;1;1;257;3;2;10;15;20;5491;C  ;-1;4;2;5434;68;3
190;2011;2;57;3;259;259;4;4;1;1;1;3;430;   ;-1;3;1;430;18;1
191;2011;2;38;1;61;61;61;3;31;47;65;77;504;C  ;1;-1;3;504;19;1
193;2011;2;38;1;197;-1;197;3;20;36;39;43;6593;B  ;1;3;3;369;18;2
194;2011;1;37;5;48;48;47;3;5;10;12;16;44;C  ;-1;5;3;3564;21;1
195;2011;2;55;2;223;216;216;3;0;1;3;3;6640;B  ;-1;3;1;407;18;1
196;2011;2;54;1;76;76;64;3;11;31;38;53;886;A  ;3;1;1;585;17;1
197;2011;2;38;1;64;64;7;3;5;15;18;22;886;A  ;2;2;3;585;18;1
198;2011;2;39;1;210;210;210;3;7;18;24;28;10412;B  ;1;3;2;1831;18;1
199;2011;2;54;5;285;285;285;2;1;1;1;1;1734;   ;;;;;;
200;2011;2;44;3;201;107;107;3;6;13;24;29;579;C  ;-1;4;2;6011;20;1
202;2011;2;41;1;181;174;181;3;4;9;15;22;72;S/D;;;;;;
203;2011;2;55;1;287;238;287;3;5;21;30;48;2339;A  ;3;2;3;2339;17;1
204;2011;2;27;5;61;61;61;1;3;5;8;8;8938;D  ;-1;-1;3;417;22;2
205;2011;1;44;1;45;45;26;3;7;9;11;11;596;B  ;2;3;3;432;20;1
207;2011;2;40;1;-1;-1;281;3;11;16;27;37;4065;C  ;2;-1;3;4064;17;1
208;2011;2;36;1;276;35;275;3;21;33;48;62;342;S/D;;;;;;
209;2011;2;35;5;257;257;32;1;4;4;4;4;7063;D  ;6;-1;2;7063;21;3
210;2011;2;43;1;113;47;269;3;10;13;18;20;10060;C  ;1;-1;3;3306;18;3
211;2011;2;40;1;285;-1;285;3;9;11;14;16;1730;S/D;;;;;;
212;2011;2;52;1;142;108;-1;3;2;4;12;19;10060;S/D;-1;-1;3;3306;17;1
213;2011;2;45;1;11;11;103;3;5;8;12;24;4888;A  ;2;2;3;117;18;2
214;2011;2;34;1;34;-1;257;3;6;10;12;17;870;C  ;1;4;3;527;69;1
215;2011;1;36;1;271;-1;271;3;14;24;31;34;10060;B  ;2;3;3;3306;18;3
216;2011;1;31;5;46;46;48;1;3;7;12;15;44;D  ;6;-1;3;3625;46;2
217;2011;1;57;1;107;107;255;3;0;0;0;0;266;B  ;2;3;1;263;18;3
219;2011;1;67;1;108;17;-1;3;3;5;10;12;6051;A  ;-1;1;2;291;24;3
220;2011;2;52;5;251;251;251;4;0;1;1;1;517;   ;-1;4;2;517;18;1
222;2011;1;59;2;286;199;199;3;3;4;8;9;219;B  ;-1;3;1;219;17;1
223;2011;2;33;1;276;-1;-1;1;2;3;4;5;93;C  ;7;5;3;3337;69;1
225;2011;1;38;1;279;-1;279;1;1;3;6;12;4804;C  ;7;-1;3;4804;19;1
226;2011;2;32;5;67;67;261;1;1;3;5;7;9451;C  ;-1;5;3;579;20;2
228;2011;1;33;1;248;248;257;1;3;5;9;10;870;C  ;7;5;3;3334;80;1
229;2011;2;50;3;223;223;201;3;8;12;12;12;2;C  ;;;;;;
230;2011;1;51;1;194;193;277;3;17;37;45;52;4776;A  ;2;2;3;5334;17;3
231;2011;1;58;1;199;5;5;3;0;2;2;2;993;B  ;-1;3;2;993;18;2
232;2011;1;25;5;224;194;194;1;9;14;16;16;1220;C  ;6;5;3;5301;20;1
233;2011;1;33;1;194;194;194;1;15;24;32;37;6548;B  ;7;3;3;218;18;2
237;2011;2;43;1;285;285;285;3;12;19;22;34;324;B  ;1;3;2;324;18;2
238;2011;1;72;1;285;227;285;3;2;7;12;13;6593;A  ;-1;1;2;477;17;3
240;2011;2;33;2;199;199;199;1;2;3;6;6;685;D  ;6;-1;3;685;18;2
241;2011;2;72;2;254;254;64;3;1;7;12;15;213;A  ;-1;1;3;6338;17;1
242;2011;1;65;2;120;120;-1;4;1;1;2;2;309;   ;-1;-1;3;309;18;2
243;2011;1;30;2;197;197;197;1;8;8;9;11;8070;C  ;6;5;3;213;20;2
244;2011;1;57;1;176;176;176;3;11;17;22;31;88;S/D;;;;;;
245;2011;2;51;7;-1;-1;106;2;1;1;1;2;889;   ;;;;;;
246;2011;1;32;1;-1;-1;221;1;6;10;12;13;1268;C  ;7;4;3;339;17;3
247;2011;2;40;1;278;278;198;3;1;2;5;7;7861;B  ;1;3;1;544;18;1
248;2011;2;52;1;286;286;286;3;5;8;10;17;3336;A  ;-1;2;1;3336;17;1
249;2011;1;40;5;76;76;262;3;0;0;0;0;576;S/D;-1;-1;2;6338;44;2
252;2011;2;26;5;286;227;227;1;12;26;37;47;9896;D  ;-1;-1;3;479;22;1
253;2011;2;48;5;60;60;7;4;1;1;1;2;101;   ;-1;-1;3;101;18;2
257;2011;2;60;5;259;259;279;3;2;5;9;11;508;B  ;-1;3;1;508;69;1
258;2011;2;54;2;199;199;199;3;1;1;2;2;394;B  ;-1;3;1;394;19;1
260;2011;2;35;5;204;204;204;4;0;0;0;0;4070;   ;-1;5;3;369;46;1
262;2011;1;44;2;199;199;199;4;2;2;2;2;668;   ;-1;-1;3;2090;56;3
263;2011;2;31;-1;-1;-1;-1;4;0;0;0;0;5390;   ;-1;-1;3;6338;45;2
264;2011;2;46;1;251;251;251;4;1;2;2;2;475;   ;-1;3;3;176;17;1
265;2011;1;42;2;224;207;207;3;3;4;4;4;8195;C  ;-1;4;1;4119;17;1
267;2011;1;45;1;256;256;20;3;1;2;4;7;9989;C  ;-1;4;1;231;18;1
268;2011;1;31;3;252;252;287;1;2;6;13;21;177;C  ;6;4;3;9861;17;2
269;2011;2;71;5;76;76;5;4;0;1;1;1;575;   ;-1;2;2;8143;17;3
270;2011;2;60;1;45;45;45;3;4;9;14;15;988;A  ;-1;2;3;5492;17;1
271;2011;2;51;1;219;219;-1;4;0;0;0;1;5343;   ;-1;-1;1;7681;17;1
272;2011;2;60;5;278;278;64;4;1;3;5;5;279;   ;-1;4;1;279;19;1
274;2011;2;34;1;38;38;38;1;3;5;5;7;6293;D  ;;;;;;
277;2011;1;58;1;100;100;100;3;1;7;9;9;561;A  ;-1;2;1;561;19;2
280;2011;2;40;2;152;147;-1;3;9;14;17;25;7140;S/D;;;;;;
281;2011;2;55;1;285;285;252;3;4;6;12;13;5318;B  ;;;;;;
284;2011;1;33;5;197;197;278;3;1;1;3;4;702;S/D;-1;-1;2;702;20;1
285;2011;2;55;1;48;48;48;3;4;13;19;23;4908;A  ;4;1;1;1317;17;1
286;2011;2;70;1;280;252;237;3;5;22;25;31;676;A  ;4;1;2;444;17;2
287;2011;1;21;5;223;223;224;2;-1;-1;-1;-1;1;   ;;;;;;
288;2011;2;42;1;275;275;188;3;6;15;18;28;922;S/D;;;;;;
290;2011;1;33;5;38;38;36;1;3;3;3;3;8484;D  ;;;;;;
292;2011;2;33;5;-1;-1;234;1;1;3;4;5;177;D  ;6;-1;3;177;21;2
293;2011;1;52;1;265;58;58;3;0;1;1;3;488;B  ;-1;3;2;488;20;1
299;2011;1;32;2;286;286;230;1;3;7;11;13;10945;C  ;6;5;3;4680;21;2
301;2011;2;62;1;285;285;285;3;5;10;11;12;8594;S/D;-1;-1;2;1092;20;2
302;2011;1;37;2;285;227;279;3;4;7;13;14;384;C  ;-1;4;3;3302;18;3
304;2011;1;46;1;279;195;277;3;2;4;16;20;498;A  ;-1;2;2;515;19;1
307;2011;1;28;5;194;194;194;4;1;2;2;2;4006;   ;-1;-1;3;218;21;2
308;2011;1;47;1;256;256;-1;3;1;1;1;2;1771;B  ;-1;3;1;11416;17;2
311;2011;1;31;5;251;251;251;2;0;1;1;1;9193;   ;;;;;;
312;2011;1;65;1;44;38;38;3;1;13;24;29;2329;A  ;4;1;2;561;17;1
313;2011;1;44;5;223;223;220;3;5;9;10;15;369;C  ;-1;4;3;369;20;1
315;2011;2;40;1;285;285;207;3;7;14;25;34;5303;B  ;-1;3;3;5304;18;2
316;2011;2;34;1;207;-1;-1;1;6;15;21;25;8026;C  ;7;-1;3;5520;18;2
317;2011;1;46;2;107;107;260;3;0;1;1;5;1572;B  ;-1;3;1;1572;17;3
318;2011;2;33;1;-1;-1;260;3;2;2;3;3;1572;C  ;-1;4;1;1572;18;1
320;2011;2;44;1;194;194;194;3;10;19;30;36;4776;A  ;2;2;3;218;69;1
321;2011;2;35;3;107;107;63;4;0;0;0;0;2316;   ;-1;-1;1;1621;52;2
322;2011;2;45;1;285;285;285;3;0;5;7;10;8816;B  ;2;3;3;1103;18;1
325;2011;1;57;1;260;61;260;3;6;12;19;31;398;A  ;-1;2;1;402;19;1
326;2011;1;54;1;277;277;277;3;3;6;11;12;101;C  ;-1;4;2;4087;17;3
327;2011;1;29;5;46;46;46;4;0;1;1;2;8489;   ;-1;-1;3;4554;20;3
328;2011;2;58;3;144;144;277;3;2;3;3;4;4894;S/D;-1;-1;3;4894;17;3
330;2011;2;44;1;280;280;207;3;2;4;6;9;707;C  ;2;-1;3;3695;17;1
331;2011;1;57;1;20;20;256;3;9;13;13;15;128;A  ;4;1;1;122;17;1
332;2011;1;51;2;174;174;276;3;20;27;49;57;550;A  ;-1;2;1;555;18;1
333;2011;1;39;1;282;252;223;3;7;10;25;29;7861;B  ;1;3;1;544;18;1
335;2011;2;52;5;252;252;243;1;2;6;10;12;1569;A  ;-1;2;1;1569;17;2
336;2011;2;38;1;271;271;-1;3;4;6;9;38;9430;C  ;-1;4;3;390;21;2
337;2011;1;52;1;-1;-1;275;3;3;13;19;29;1551;A  ;-1;2;1;1551;20;1
338;2011;1;43;1;249;249;249;3;0;2;5;7;7045;C  ;-1;5;1;7045;20;1
339;2011;2;51;2;63;62;63;3;1;6;8;12;506;B  ;-1;3;1;506;18;1
342;2011;2;35;1;227;227;227;1;7;8;8;10;547;C  ;7;5;2;547;69;2
343;2011;2;28;5;7;7;254;1;3;8;9;9;8420;C  ;6;5;3;227;21;2
344;2011;2;31;5;48;48;48;1;4;5;5;6;592;D  ;6;-1;3;5056;20;2
345;2011;2;38;1;29;29;257;3;6;11;15;18;334;A  ;-1;2;1;334;20;1
346;2011;1;34;5;235;235;235;1;8;10;12;15;8167;C  ;6;5;3;1155;21;2
347;2011;2;29;5;35;35;22;1;8;15;22;27;7076;D  ;;;;;;
348;2011;2;66;1;287;237;287;3;1;3;4;4;498;C  ;-1;4;2;498;17;2
351;2011;2;44;3;127;109;-1;4;0;0;0;0;3306;   ;-1;-1;3;3306;20;1
352;2011;1;50;2;277;277;201;3;2;2;5;5;6338;B  ;-1;3;2;6338;17;2
353;2011;1;44;3;278;199;199;3;0;2;5;5;1728;C  ;-1;5;1;1728;19;2
354;2011;2;34;2;282;209;282;3;2;7;12;14;4072;C  ;-1;5;3;7042;18;2
355;2011;1;52;1;188;181;189;2;2;3;4;4;8972;   ;;;;;;
356;2011;1;58;1;250;174;176;3;20;30;40;56;6274;S/D;-1;-1;3;5637;62;3
357;2011;2;52;1;144;108;113;3;2;4;5;5;587;S/D;-1;-1;1;6701;19;1
358;2011;1;33;3;173;134;271;1;3;4;6;6;442;C  ;6;5;3;5208;20;1
359;2011;1;46;1;10;-1;10;3;8;13;14;15;433;B  ;-1;3;3;5523;17;1
360;2011;2;53;1;119;119;235;3;0;0;0;0;575;A  ;-1;1;1;6345;17;2
361;2011;2;48;3;281;251;251;3;0;5;5;5;4184;S/D;;;;;;
364;2011;1;48;1;48;48;47;3;7;15;19;25;44;S/D;;;;;;
368;2011;1;52;1;188;188;188;3;13;36;45;47;1793;A  ;3;2;3;3644;20;1
370;2011;1;24;5;211;211;223;3;2;4;4;4;8416;S/D;;;;;;
371;2011;2;38;1;20;20;20;3;3;6;7;10;903;B  ;2;3;3;352;18;1
372;2011;2;29;5;6;6;254;1;7;11;12;13;8312;C  ;6;5;3;4067;21;2
374;2011;1;42;1;173;173;36;3;3;6;7;8;1120;B  ;1;3;3;473;20;1
376;2011;2;49;1;223;223;211;4;0;1;2;2;4194;   ;-1;3;1;4194;19;1
379;2011;2;51;1;179;179;179;3;11;18;19;26;4874;B  ;-1;3;1;1246;18;1
380;2011;2;42;2;194;194;151;3;0;3;5;6;1780;B  ;-1;3;2;1780;19;1
381;2011;2;41;2;280;280;280;4;0;1;1;1;4193;   ;-1;5;2;4191;18;1
382;2011;2;62;3;201;108;153;3;3;3;6;6;1780;B  ;-1;3;1;4194;69;1
383;2011;2;30;5;254;254;64;3;0;0;0;0;4191;S/D;-1;-1;3;4191;22;2
384;2011;2;46;1;201;108;159;3;1;4;4;7;9460;C  ;-1;4;1;4194;18;1
385;2011;2;54;5;106;106;106;3;5;8;14;17;4191;C  ;-1;4;1;4191;20;1
390;2011;2;35;1;61;61;65;3;1;4;5;8;3337;S/D;;;;;;
392;2011;2;31;5;288;288;221;1;9;20;27;30;477;C  ;6;4;3;8773;20;2
393;2011;1;60;3;277;192;224;4;0;0;0;1;1780;   ;-1;3;2;1780;19;1
394;2011;1;42;6;153;-1;-1;2;0;0;0;0;4194;   ;;;;;;
395;2011;2;58;5;288;288;288;3;0;1;2;2;1780;B  ;-1;3;2;4192;17;1
396;2011;1;58;1;235;235;235;4;3;3;3;5;6846;   ;-1;3;2;6846;18;1
397;2011;2;37;1;7;-1;8;3;2;5;6;6;1243;C  ;1;4;3;1243;18;2
398;2011;2;25;5;20;20;19;1;3;7;8;10;5431;C  ;;;;;;
399;2011;2;51;5;288;288;244;3;1;1;2;4;6873;B  ;-1;3;1;6873;17;2
401;2011;1;48;2;277;193;277;3;0;2;6;9;1780;B  ;-1;3;1;1780;19;1
402;2011;1;43;5;213;213;28;4;0;0;0;0;1780;   ;-1;-1;1;1780;18;1
403;2011;2;31;8;-1;-1;260;4;0;0;2;2;1795;   ;-1;-1;3;575;49;1
405;2011;2;30;2;59;59;59;1;1;5;7;7;252;C  ;-1;5;2;1352;20;2
406;2011;1;33;2;204;204;204;1;4;6;6;7;4809;D  ;;;;;;
407;2011;1;52;1;248;48;48;3;0;1;2;3;10221;B  ;-1;3;2;3564;20;1
409;2011;2;39;2;284;210;282;4;1;3;4;4;9432;   ;-1;4;1;1780;18;1
410;2011;1;38;2;176;176;179;3;6;18;24;31;64;S/D;;;;;;
412;2011;2;31;1;38;38;-1;1;2;2;2;2;1972;C  ;6;5;3;1972;21;1
413;2011;2;38;1;256;1;41;3;7;9;13;14;156;B  ;2;3;1;156;18;1
415;2011;1;43;1;279;279;201;3;10;24;43;57;1273;A  ;2;2;2;512;17;2
417;2011;2;58;1;280;280;280;3;3;6;6;6;64;A  ;-1;1;3;398;18;1
418;2011;1;27;5;187;187;250;1;3;5;6;8;1246;D  ;;;;;;
419;2011;1;52;2;262;262;265;4;1;2;6;6;6028;   ;-1;-1;1;6028;18;1
420;2011;2;53;5;36;36;36;2;1;2;5;5;64;   ;;;;;;
421;2011;2;35;1;26;-1;26;3;7;7;9;10;4908;B  ;1;3;3;364;69;1
422;2011;2;46;1;107;107;72;3;1;5;6;7;6758;A  ;2;2;3;297;19;1
425;2011;2;36;1;45;45;8;1;3;4;5;7;1793;C  ;7;-1;3;669;18;1
426;2011;1;44;1;38;38;38;3;4;8;10;15;1793;C  ;2;-1;3;122;51;2
427;2011;2;59;1;256;36;189;3;4;14;43;59;64;A  ;-1;1;3;1490;17;1
428;2011;1;57;3;243;243;-1;3;2;2;2;3;8069;A  ;-1;2;1;1569;17;1
429;2011;2;58;1;249;186;275;3;9;17;28;36;71;B  ;;;;;;
430;2011;2;62;1;249;249;249;3;14;32;52;72;71;A  ;;;;;;
432;2011;2;22;5;64;64;254;1;0;0;0;0;1780;D  ;;;;;;
435;2011;2;58;2;278;174;273;3;7;9;11;13;64;S/D;-1;-1;3;400;52;2
439;2011;1;38;1;198;-1;278;3;7;15;19;25;3320;C  ;2;-1;3;213;56;3
442;2011;2;27;5;249;249;249;4;2;3;3;3;8978;   ;-1;-1;3;7086;22;2
443;2011;2;56;1;38;35;-1;3;19;28;40;43;1793;A  ;4;-1;3;765;68;2
444;2011;2;56;1;255;9;255;3;3;8;12;13;101;A  ;-1;1;3;148;19;1
445;2011;2;67;5;18;18;262;4;1;1;6;9;1787;   ;-1;2;1;1787;19;2
446;2011;1;48;1;255;255;11;3;1;6;7;10;7992;A  ;4;1;1;839;68;3
447;2011;2;40;1;20;17;20;3;5;7;7;8;2099;S/D;;;;;;
448;2011;2;46;1;249;186;249;3;8;11;16;18;3641;S/D;;;;;;
449;2011;1;48;3;258;42;258;4;1;2;4;4;44;   ;-1;5;2;670;18;1
