persona_id;anio;sexo_id;edad;maximo_grado_academico_id;disciplina_maximo_grado_academico_id;disciplina_titulo_grado_id;disciplina_experticia_id;tipo_personal_id;producciones_ult_anio;producciones_ult_2_anios;producciones_ult_3_anios;producciones_ult_4_anios;institucion_trabajo_id;seniority_level;categoria_conicet_id;categoria_incentivos;max_dedicacion_horaria_docente_id;institucion_cargo_docente_id;clase_cargo_docente_id;tipo_condicion_docente_id
18528;2011;2;47;2;237;56;243;3;2;5;8;13;422;A  ;-1;2;1;422;17;1
18529;2011;1;55;2;279;200;199;3;4;6;7;8;279;C  ;-1;4;2;279;17;1
18530;2011;2;37;2;271;158;158;1;8;18;19;22;4803;C  ;-1;4;1;440;21;3
18531;2011;2;26;5;60;60;61;1;1;2;3;3;665;D  ;-1;-1;3;5329;69;3
18532;2011;1;34;1;74;74;20;1;5;7;12;17;10010;C  ;7;5;3;5756;20;1
18533;2011;2;53;1;254;7;4;1;10;20;30;39;422;A  ;-1;2;2;422;17;1
18534;2011;1;50;1;201;201;264;3;4;5;9;12;5329;B  ;-1;3;3;5329;17;1
18535;2011;1;30;5;271;271;22;4;0;0;0;0;9472;   ;-1;-1;3;672;61;2
18537;2011;1;59;1;234;229;-1;3;8;10;17;17;5321;A  ;-1;2;3;5321;17;1
18538;2011;2;40;2;64;60;62;3;2;4;4;4;1771;C  ;-1;4;2;1771;18;1
18540;2011;1;38;1;257;248;-1;2;-1;-1;-1;-1;7514;   ;;;;;;
18541;2011;2;44;5;285;285;227;4;1;1;2;3;9804;   ;-1;-1;3;213;21;2
18542;2011;2;33;1;237;-1;237;3;4;5;6;13;587;C  ;;;;;;
18543;2011;1;36;5;249;249;249;3;3;4;4;4;683;S/D;-1;-1;3;683;18;2
18544;2011;2;52;1;288;288;244;3;0;0;2;2;8196;S/D;-1;-1;2;9810;68;3
18545;2011;1;35;5;201;201;252;3;0;0;0;0;420;S/D;-1;-1;2;420;20;1
18546;2011;2;49;3;224;224;224;3;7;11;14;16;429;C  ;-1;5;1;429;20;1
18547;2011;2;34;5;282;282;282;1;3;7;7;7;8453;D  ;6;-1;3;4820;21;2
18549;2011;1;30;5;51;51;45;3;8;12;13;14;8460;S/D;-1;-1;3;421;21;2
18550;2011;1;56;5;229;229;231;4;1;1;1;1;683;   ;-1;-1;3;683;18;2
18551;2011;2;42;2;282;223;223;3;0;1;1;2;8453;S/D;-1;-1;3;1432;77;3
18552;2011;1;67;5;225;225;234;4;0;0;1;2;334;   ;-1;3;3;334;19;1
18555;2011;1;49;3;199;55;107;3;6;16;18;20;4185;C  ;-1;4;3;252;18;1
18556;2011;2;44;2;273;184;250;3;0;5;6;8;396;B  ;-1;3;3;396;18;1
18557;2011;1;46;1;271;271;237;3;3;10;16;23;977;B  ;2;3;2;3702;20;2
18558;2011;1;40;2;199;199;-1;1;0;3;3;3;4185;D  ;-1;-1;3;4185;17;3
18559;2011;2;61;1;285;252;285;3;22;51;71;92;4657;A  ;4;1;3;700;17;3
18560;2011;1;37;2;224;192;-1;3;4;12;27;36;9676;C  ;-1;4;2;420;21;1
18561;2011;2;28;5;247;247;210;2;1;1;1;1;20;   ;;;;;;
18562;2011;1;33;2;58;56;56;3;1;2;2;2;251;C  ;-1;5;2;251;20;2
18564;2011;1;35;5;248;248;22;1;7;18;24;29;1257;D  ;;;;;;
18565;2011;2;58;1;252;120;-1;4;0;0;0;1;3781;   ;-1;-1;3;192;21;1
18566;2011;2;44;3;201;201;199;2;-1;-1;-1;-1;298;   ;;;;;;
18569;2011;2;84;1;255;255;58;3;3;7;9;11;431;A  ;-1;1;1;430;17;1
18570;2011;1;25;5;174;174;181;4;1;1;1;1;8638;   ;-1;-1;3;8638;21;2
18571;2011;2;32;5;285;285;285;1;0;4;8;9;1734;C  ;6;5;3;1734;25;2
18572;2011;1;42;1;285;285;285;3;5;16;24;29;906;B  ;2;3;3;438;18;1
18573;2011;2;26;7;-1;-1;285;2;0;0;0;0;8453;   ;;;;;;
18574;2011;1;59;1;256;256;117;3;6;12;20;21;247;A  ;3;1;1;270;19;1
18575;2011;2;57;1;207;199;211;3;7;17;23;27;9676;A  ;-1;1;2;418;56;3
18577;2011;2;35;1;248;248;48;3;0;1;1;2;1256;S/D;-1;-1;1;683;18;1
18579;2011;2;30;3;279;279;201;3;0;0;0;0;8292;C  ;-1;5;3;8292;18;2
18580;2011;1;27;5;108;108;113;1;1;3;3;3;272;C  ;6;5;3;272;20;1
18581;2011;1;36;5;258;258;201;3;2;6;12;16;7415;C  ;-1;4;1;7415;18;2
18582;2011;1;55;5;46;46;46;3;0;0;0;1;4958;B  ;-1;3;1;432;18;1
18583;2011;1;21;-1;-1;-1;116;2;0;0;0;0;5415;   ;;;;;;
18586;2011;2;47;1;283;283;214;3;3;4;5;9;439;B  ;-1;3;1;439;18;1
18587;2011;2;53;2;85;62;260;3;1;12;15;24;6049;C  ;-1;4;2;6338;18;2
18588;2011;1;50;2;180;180;180;3;6;7;8;10;234;B  ;-1;3;1;234;18;1
18589;2011;2;41;1;42;42;45;3;19;31;48;64;908;B  ;2;3;1;432;17;1
18590;2011;1;37;1;277;195;194;3;2;4;7;11;4196;C  ;7;-1;3;696;18;1
18591;2011;1;22;-1;-1;-1;113;1;0;0;0;0;5415;D  ;;;;;;
18593;2011;1;63;2;283;224;224;4;0;0;2;4;422;   ;-1;4;1;438;18;1
18594;2011;2;59;1;265;174;250;3;1;3;3;4;234;A  ;-1;2;1;231;17;1
18595;2011;1;62;1;256;256;256;3;0;1;1;2;983;A  ;4;1;1;270;69;1
18596;2011;2;55;5;76;76;262;3;5;9;13;15;961;A  ;3;2;1;386;19;1
18597;2011;1;59;1;251;251;251;3;2;5;7;12;1145;A  ;-1;2;2;176;19;1
18599;2011;2;55;1;260;260;63;3;4;9;12;14;9839;S/D;-1;-1;3;6542;17;1
18601;2011;2;52;5;275;275;275;3;2;2;3;3;1194;B  ;-1;3;1;1194;18;1
18602;2011;2;31;5;256;256;-1;3;0;1;2;2;270;C  ;-1;5;3;272;69;2
18603;2011;1;68;1;38;17;38;3;6;15;18;19;122;A  ;4;1;3;122;23;1
18605;2011;2;48;2;237;65;237;3;2;5;7;12;661;S/D;-1;-1;1;661;19;2
18606;2011;2;30;1;41;-1;41;1;3;4;5;6;918;C  ;7;-1;3;247;20;2
18607;2011;2;25;5;61;61;61;3;1;3;3;3;7093;S/D;-1;-1;1;7093;18;2
18608;2011;2;45;5;281;281;281;2;0;0;0;0;422;   ;;;;;;
18610;2011;2;41;1;171;-1;38;4;1;2;2;3;8231;   ;-1;-1;3;5446;69;3
18611;2011;1;27;5;254;254;254;3;0;1;1;1;9882;C  ;-1;5;1;9882;20;2
18613;2011;1;40;2;252;105;254;3;27;52;72;85;5820;B  ;-1;3;1;432;18;1
18614;2011;2;40;2;252;252;28;3;2;4;5;5;439;B  ;-1;3;1;438;18;1
18615;2011;2;48;2;53;48;256;3;0;0;7;7;1409;S/D;-1;-1;2;1409;20;2
18616;2011;2;31;5;209;192;279;2;0;0;0;0;8453;   ;;;;;;
18617;2011;1;31;5;196;196;199;4;0;0;0;0;2071;   ;-1;-1;3;2071;20;3
18621;2011;1;61;1;45;45;45;3;16;33;59;77;908;A  ;3;2;1;5637;17;2
18622;2011;1;33;1;258;258;46;3;3;6;13;14;6293;C  ;1;-1;3;435;20;1
18623;2011;1;23;5;284;284;221;4;0;0;0;0;1728;   ;-1;-1;3;9666;20;3
18624;2011;2;57;1;76;76;20;3;11;21;29;38;10571;A  ;4;1;3;386;17;3
18626;2011;1;48;3;243;243;243;3;0;6;12;13;6876;B  ;-1;3;2;6876;20;2
18630;2011;1;37;1;284;284;284;1;10;17;23;25;1654;C  ;7;4;3;1654;60;2
18633;2011;1;32;3;242;242;242;4;0;0;0;1;5332;   ;-1;-1;3;5332;21;2
18635;2011;1;49;1;285;226;285;3;0;1;3;4;1654;A  ;3;2;1;1654;19;1
18636;2011;2;28;5;76;76;76;1;1;4;6;6;7554;C  ;-1;5;3;7553;20;2
18637;2011;1;27;5;18;18;18;1;4;5;6;7;929;D  ;6;-1;3;277;21;2
18638;2011;2;31;3;286;286;230;1;4;7;9;9;6480;C  ;6;4;3;420;18;2
18639;2011;1;27;5;106;106;106;4;0;1;1;1;5832;   ;-1;-1;3;5831;18;2
18641;2011;1;33;2;224;224;224;4;0;1;1;1;4179;   ;-1;5;2;4179;21;1
18642;2011;1;29;5;224;224;223;2;0;0;0;0;8453;   ;;;;;;
18643;2011;1;21;7;-1;-1;-1;4;0;0;0;0;5415;   ;-1;-1;3;270;22;2
18646;2011;1;34;1;34;34;34;2;2;2;3;3;7513;   ;;;;;;
18647;2011;1;42;3;223;223;223;4;0;0;0;0;9243;   ;-1;5;2;422;20;3
18648;2011;1;31;5;210;210;282;3;2;3;4;4;5187;C  ;-1;5;1;2061;20;2
18649;2011;1;25;5;114;114;113;1;6;10;10;10;5415;D  ;-1;-1;2;272;20;2
18651;2011;2;47;1;287;287;287;3;4;7;11;14;187;B  ;2;3;2;3702;20;2
18652;2011;1;65;1;228;228;285;3;10;12;32;86;456;A  ;-1;2;2;456;17;1
18654;2011;1;24;5;107;107;36;1;0;0;0;0;9417;D  ;;;;;;
18655;2011;1;37;1;150;17;271;1;2;5;6;6;5415;C  ;-1;4;2;272;20;2
18657;2011;2;33;-1;-1;-1;252;2;-1;-1;-1;-1;6873;   ;;;;;;
18658;2011;1;38;1;271;-1;269;3;11;16;27;29;9566;C  ;2;-1;3;1759;18;1
18659;2011;2;62;1;260;260;260;3;0;0;0;0;1840;B  ;-1;3;2;120;18;1
18660;2011;2;53;5;206;206;228;3;10;30;35;42;5913;A  ;-1;2;3;477;17;2
18661;2011;1;60;1;75;75;76;3;39;81;105;121;877;A  ;5;1;1;351;17;1
18662;2011;1;55;1;20;20;22;3;4;8;17;18;271;A  ;3;1;1;270;18;1
18663;2011;1;31;5;107;107;243;4;0;0;0;0;251;   ;-1;-1;3;251;20;2
18664;2011;2;27;-1;-1;-1;232;4;1;3;6;7;8453;   ;-1;-1;3;397;22;2
18666;2011;1;51;1;236;236;223;3;2;4;4;5;6309;S/D;-1;-1;2;668;17;1
18668;2011;1;29;5;36;36;36;1;1;4;4;5;3471;D  ;;;;;;
18669;2011;1;33;2;285;226;285;3;6;16;24;29;444;C  ;-1;4;2;2061;18;1
18670;2011;1;45;2;271;271;271;3;3;5;6;6;442;C  ;-1;5;1;442;20;1
18671;2011;2;57;1;251;251;282;4;0;0;0;0;5185;   ;-1;4;2;5185;17;1
18674;2011;1;37;5;233;233;232;2;0;2;2;2;9865;   ;;;;;;
18676;2011;2;52;1;145;145;145;3;3;7;9;9;247;S/D;-1;-1;3;272;20;2
18677;2011;1;49;5;17;17;271;4;0;1;1;1;270;   ;-1;-1;3;270;20;1
18680;2011;2;44;5;256;256;22;4;0;0;0;0;1728;   ;-1;-1;2;9879;31;2
18681;2011;1;40;1;20;17;20;3;2;5;12;17;929;B  ;2;3;1;271;20;1
18683;2011;2;47;1;16;-1;-1;3;4;7;13;13;587;A  ;3;2;1;294;18;1
18685;2011;1;53;3;243;243;243;3;5;10;16;18;429;C  ;-1;4;1;429;20;1
18686;2011;1;42;2;223;223;279;3;0;0;0;6;5332;C  ;-1;4;2;5332;18;1
18687;2011;2;46;5;61;61;107;3;1;5;5;14;3229;C  ;-1;5;1;5339;56;3
18689;2011;2;60;1;260;60;65;3;3;5;10;10;10031;A  ;-1;1;1;339;17;1
18690;2011;1;45;1;119;119;116;3;3;4;7;10;272;B  ;1;3;3;270;18;1
18692;2011;2;55;5;46;46;26;3;5;10;14;15;334;B  ;-1;3;1;334;18;1
18693;2011;1;42;1;21;20;20;3;12;19;22;23;271;A  ;3;2;1;271;18;1
18694;2011;2;61;2;285;227;285;3;3;4;6;9;7754;B  ;-1;3;1;2064;18;1
18695;2011;1;57;5;201;201;173;2;0;0;0;0;8453;   ;;;;;;
18696;2011;1;24;7;-1;-1;227;4;0;0;0;0;8453;   ;-1;-1;3;177;70;1
18697;2011;1;33;1;262;-1;263;3;6;15;18;19;9384;B  ;2;3;3;119;20;2
18698;2011;1;47;2;28;28;28;3;3;4;6;9;241;B  ;-1;3;2;240;21;1
18699;2011;1;51;1;278;278;279;4;1;1;1;1;661;   ;-1;-1;3;661;17;1
18703;2011;1;51;2;201;201;153;4;-1;-1;-1;-1;527;   ;-1;5;2;527;18;1
18704;2011;2;64;1;12;12;12;3;4;6;8;9;1730;S/D;;;;;;
18705;2011;1;63;1;235;-1;235;3;1;3;9;12;1081;A  ;-1;1;1;339;17;1
18706;2011;1;40;2;280;201;279;4;2;2;5;5;5798;   ;-1;5;3;1337;21;3
18707;2011;2;34;1;-1;-1;16;3;2;3;3;4;4843;C  ;1;-1;1;252;18;2
18708;2011;1;27;5;153;153;153;4;0;0;0;0;9866;   ;-1;-1;3;9866;18;1
18710;2011;1;35;3;148;108;270;2;0;0;0;0;9488;   ;;;;;;
18711;2011;2;53;1;18;18;18;3;5;7;8;11;146;A  ;4;1;1;146;17;1
18713;2011;1;46;1;18;18;18;3;12;16;26;26;929;A  ;3;2;1;277;19;1
18714;2011;1;55;2;279;227;282;4;1;1;1;1;242;   ;-1;3;1;242;18;1
18715;2011;1;22;-1;-1;-1;279;2;0;0;0;0;1102;   ;;;;;;
18716;2011;1;55;2;176;176;176;3;3;4;7;8;223;C  ;-1;4;1;223;20;2
18717;2011;2;41;5;120;120;147;2;0;0;0;0;8453;   ;;;;;;
18718;2011;1;29;5;235;235;235;4;0;0;0;0;8453;   ;-1;-1;3;177;22;1
18719;2011;1;26;5;286;286;286;2;0;0;0;0;8453;   ;;;;;;
18720;2011;2;25;5;221;221;284;4;1;1;1;1;368;   ;-1;-1;3;368;40;1
18721;2011;2;30;5;120;120;144;2;0;0;0;0;272;   ;;;;;;
18723;2011;1;45;1;-1;-1;114;3;7;10;18;23;3375;B  ;2;3;3;473;69;2
18724;2011;1;33;1;277;277;277;1;2;6;7;11;5372;C  ;;;;;;
18725;2011;1;30;5;287;287;287;1;1;7;13;20;3458;D  ;6;-1;3;408;69;2
18726;2011;2;38;1;-1;-1;51;3;1;1;2;4;5366;C  ;1;4;3;5767;18;2
18727;2011;1;46;1;225;225;285;3;13;30;42;52;458;B  ;-1;3;1;444;18;2
18728;2011;2;28;2;282;282;282;4;1;2;2;2;15885;   ;-1;-1;3;15885;17;1
18729;2011;1;37;1;48;48;48;1;1;5;6;7;4908;C  ;;;;;;
18730;2011;1;48;1;278;278;-1;4;0;0;0;0;6088;   ;-1;-1;3;7514;17;1
18731;2011;2;54;1;117;117;117;3;5;9;12;15;461;A  ;4;1;1;473;18;2
18732;2011;2;62;1;108;108;38;3;5;9;12;15;1715;A  ;5;1;1;1715;17;1
18733;2011;1;27;5;17;17;38;1;3;3;4;4;3759;C  ;-1;5;3;275;69;2
18734;2011;1;30;5;258;258;117;2;3;3;4;4;169;   ;;;;;;
18735;2011;2;43;5;46;46;258;3;0;1;2;8;422;B  ;-1;3;1;422;20;1
18736;2011;1;45;2;180;180;176;3;6;9;11;13;396;C  ;-1;4;1;396;20;1
18737;2011;2;39;1;41;35;41;3;5;5;7;8;605;B  ;2;3;3;162;21;1
18738;2011;1;45;1;29;29;27;3;1;4;4;8;4844;B  ;2;3;2;252;20;1
18739;2011;1;53;1;18;18;18;3;9;15;16;17;277;A  ;3;2;1;270;18;1
18740;2011;2;46;3;256;256;172;4;1;3;4;4;272;   ;-1;-1;3;672;17;1
18742;2011;2;31;5;61;61;61;1;5;5;6;6;6900;D  ;-1;-1;3;582;44;2
18747;2011;2;32;1;46;46;46;1;1;1;3;8;4958;C  ;6;4;3;432;20;1
18749;2011;2;44;1;222;222;206;3;6;7;7;14;516;A  ;2;2;3;515;69;1
18750;2011;1;50;1;38;38;38;3;6;8;11;13;10010;A  ;-1;2;1;4066;17;1
18751;2011;1;40;1;173;173;36;3;3;9;15;16;893;B  ;2;3;3;473;20;2
18753;2011;1;31;5;38;38;274;1;3;6;6;8;329;D  ;;;;;;
18755;2011;2;28;-1;-1;-1;10;2;0;0;0;0;5709;   ;;;;;;
18756;2011;1;27;5;271;271;271;3;3;10;13;15;162;S/D;-1;-1;3;169;21;2
18757;2011;1;34;1;-1;-1;22;3;10;14;14;15;3640;B  ;2;3;1;271;21;1
18761;2011;1;45;2;107;5;5;3;5;10;11;13;6522;B  ;-1;3;1;474;19;2
18762;2011;2;33;5;256;256;168;4;0;2;2;5;270;   ;-1;-1;3;270;20;2
18763;2011;1;32;3;257;257;95;1;2;2;4;4;878;D  ;;;;;;
18764;2011;1;28;5;17;17;20;1;2;2;2;2;9149;D  ;6;-1;3;271;49;2
18765;2011;1;35;1;284;284;227;1;5;6;12;16;6764;B  ;7;3;3;333;21;2
18766;2011;1;48;1;228;228;228;3;3;16;23;28;4887;A  ;2;2;2;1927;18;1
18767;2011;2;49;1;42;42;42;3;5;9;12;25;3434;A  ;3;1;2;3434;18;1
18768;2011;1;49;1;258;258;48;3;3;4;5;6;6688;B  ;-1;3;1;334;18;1
18769;2011;1;44;1;38;35;119;3;6;12;14;15;919;B  ;2;3;3;1800;80;1
18770;2011;1;39;5;180;180;180;4;1;3;6;6;9988;   ;-1;-1;3;235;25;1
18772;2011;2;41;3;281;251;251;4;0;1;2;2;437;   ;-1;5;1;437;18;1
18773;2011;1;35;1;38;38;38;3;4;7;8;9;927;C  ;1;4;3;983;20;1
18774;2011;1;32;3;234;234;232;3;3;7;13;15;552;C  ;-1;4;2;552;20;1
18775;2011;1;50;1;108;108;256;3;11;24;26;28;1907;A  ;3;2;1;274;18;3
18776;2011;1;48;1;119;119;112;3;5;11;26;33;274;A  ;3;1;3;1907;19;2
18779;2011;1;42;5;221;221;221;3;0;3;6;8;9804;C  ;-1;5;2;368;18;1
18781;2011;1;45;1;-1;-1;217;3;7;13;17;18;939;A  ;2;2;3;185;17;3
18782;2011;2;51;2;228;228;228;3;0;4;6;7;1627;A  ;-1;2;1;219;17;2
18783;2011;1;27;1;22;22;22;1;1;5;9;9;170;C  ;-1;5;1;5183;21;2
18784;2011;1;43;1;271;271;271;3;7;13;18;20;162;B  ;2;3;2;170;20;1
18785;2011;1;40;1;223;-1;152;3;3;4;7;8;709;C  ;-1;4;3;7718;18;3
18786;2011;2;42;3;223;204;280;2;1;1;1;2;1781;   ;;;;;;
18787;2011;1;49;1;150;150;158;3;1;2;3;3;7884;S/D;;;;;;
18788;2011;1;32;5;173;173;99;1;1;9;15;18;9485;C  ;6;4;3;3932;21;2
18789;2011;1;51;3;271;38;271;3;7;9;16;18;421;C  ;-1;4;2;421;20;1
18790;2011;2;40;1;16;16;16;3;9;12;13;15;879;C  ;;;;;;
18792;2011;1;57;3;150;150;271;3;9;10;11;16;162;A  ;-1;2;1;5855;18;1
18793;2011;2;49;3;-1;-1;39;3;0;0;0;1;919;C  ;8;5;2;527;25;1
18794;2011;1;52;1;256;256;38;3;9;15;22;24;919;A  ;3;2;1;1800;18;1
18795;2011;2;55;1;275;275;275;3;2;7;8;12;342;S/D;-1;-1;3;342;59;1
18796;2011;2;49;1;5;3;4;3;6;8;11;14;2069;A  ;3;1;1;386;17;1
18797;2011;2;58;1;61;60;61;3;19;30;31;35;9496;A  ;2;1;3;1568;17;1
18798;2011;1;23;7;-1;-1;157;2;0;0;0;0;5059;   ;;;;;;
18799;2011;2;36;2;250;250;106;3;0;0;0;1;299;B  ;-1;3;1;299;20;2
18800;2011;2;38;2;285;285;285;3;4;9;13;15;444;C  ;-1;4;3;458;21;1
18801;2011;2;41;1;283;283;283;3;7;12;20;23;939;B  ;2;3;3;2025;20;2
18802;2011;1;55;1;275;275;249;3;13;21;25;33;1108;A  ;-1;1;1;342;17;2
18804;2011;1;39;1;-1;-1;285;3;1;6;9;16;4887;B  ;1;3;3;5729;20;1
18805;2011;2;47;3;257;45;49;3;3;4;6;6;7415;B  ;-1;3;1;7414;19;1
18806;2011;2;52;5;64;64;64;3;5;8;15;24;575;B  ;-1;3;2;579;18;2
18807;2011;1;25;5;119;119;117;1;3;4;5;5;6860;D  ;-1;-1;3;6860;80;1
18808;2011;2;37;1;237;-1;237;1;5;12;19;25;3457;C  ;7;4;3;5750;20;2
18809;2011;2;43;1;210;210;210;3;3;6;11;11;4820;A  ;2;1;3;1742;17;3
18813;2011;2;51;1;263;260;78;3;5;6;8;9;559;A  ;-1;2;1;550;18;1
18814;2011;1;51;1;106;74;106;3;15;32;34;35;921;A  ;3;1;1;3444;18;1
18815;2011;1;38;5;106;106;106;2;0;0;0;0;440;   ;;;;;;
18816;2011;1;44;5;234;234;234;4;0;0;0;0;1155;   ;-1;5;3;3363;18;3
18817;2011;2;29;1;38;38;38;1;4;4;9;10;3759;D  ;6;-1;1;275;69;2
18818;2011;1;31;5;233;233;233;4;0;0;0;0;8453;   ;-1;-1;3;8453;20;3
18819;2011;2;41;1;38;38;36;3;4;7;8;9;5566;B  ;2;3;3;356;18;1
18820;2011;2;30;5;7;7;64;1;10;25;33;43;579;D  ;-1;-1;3;579;20;2
18821;2011;1;39;1;271;271;173;3;3;7;8;9;625;B  ;1;3;3;1452;20;1
18823;2011;2;28;5;64;64;64;3;0;0;0;0;1734;C  ;-1;5;1;1734;18;3
18824;2011;2;27;2;221;219;221;1;4;5;5;5;8196;D  ;-1;-1;3;8196;18;3
18825;2011;2;26;6;107;-1;8;2;-1;-1;-1;-1;3432;   ;;;;;;
18826;2011;2;30;5;62;62;27;1;11;15;15;18;1849;D  ;-1;-1;2;1849;51;2
18827;2011;2;66;1;107;107;70;4;2;2;3;5;345;   ;-1;2;1;345;17;1
18829;2011;1;31;5;241;108;158;1;7;11;14;27;4823;C  ;6;5;3;1322;20;2
18830;2011;1;49;1;201;38;119;3;0;5;11;24;10010;A  ;-1;2;1;1006;18;1
18831;2011;1;34;5;253;253;253;3;0;0;0;0;7931;C  ;-1;5;1;1735;25;1
18832;2011;1;39;1;106;106;106;3;14;19;20;24;7418;B  ;1;3;3;7418;20;1
18833;2011;2;44;3;279;279;279;3;6;13;23;24;3957;B  ;-1;3;1;3957;17;1
18834;2011;1;37;5;279;201;279;4;0;1;1;1;395;   ;-1;-1;3;4128;21;2
18835;2011;1;46;5;256;256;106;3;5;8;11;13;421;C  ;-1;5;1;421;20;2
18837;2011;2;48;1;48;35;48;3;12;24;38;50;252;A  ;4;1;1;252;17;1
18838;2011;1;40;1;119;119;118;3;16;29;41;55;3537;B  ;2;3;1;3537;20;1
18839;2011;1;29;5;173;173;119;1;6;10;13;13;9418;D  ;-1;-1;3;5059;21;2
18840;2011;1;30;1;106;-1;106;1;1;10;14;16;7554;C  ;7;5;3;7554;20;2
18841;2011;1;36;5;271;271;134;3;8;12;22;29;9886;C  ;-1;5;2;9886;20;1
18842;2011;1;52;1;233;232;234;3;3;5;11;16;186;B  ;3;3;2;4122;20;2
18843;2011;1;26;5;35;35;256;1;0;2;2;2;605;D  ;-1;-1;3;162;21;2
18844;2011;1;30;5;11;11;27;1;7;8;9;9;1905;D  ;;;;;;
18845;2011;1;33;1;269;38;117;3;3;5;11;13;473;C  ;1;5;3;473;20;2
18846;2011;1;38;1;48;48;48;3;3;7;7;8;5371;B  ;1;3;3;5366;18;2
18847;2011;1;27;5;271;271;22;1;10;12;16;17;10069;C  ;6;5;2;5183;69;2
18848;2011;2;53;2;150;150;277;3;5;7;9;11;461;B  ;-1;3;2;461;17;1
18849;2011;1;42;3;252;1;18;3;9;14;17;25;9036;C  ;-1;4;1;9036;18;1
18850;2011;2;34;3;150;150;258;4;0;0;0;0;422;   ;-1;-1;3;432;21;1
18851;2011;2;24;5;103;103;262;2;0;0;0;0;6987;   ;;;;;;
18853;2011;1;49;1;74;74;80;3;10;14;21;22;877;B  ;3;3;3;345;18;1
18854;2011;2;58;1;256;76;76;3;14;19;21;23;417;A  ;-1;1;1;421;17;1
18855;2011;1;36;1;17;-1;18;4;1;2;2;2;277;   ;7;4;1;277;20;1
18856;2011;1;46;1;271;-1;256;3;4;11;13;20;2126;B  ;-1;3;1;2126;18;1
18857;2011;1;52;1;26;26;26;3;5;14;17;22;5368;B  ;;;;;;
18858;2011;1;35;2;224;224;195;3;0;0;0;0;231;C  ;-1;5;2;231;21;2
18859;2011;1;30;1;1;1;177;3;0;4;6;8;7087;C  ;-1;4;3;1763;43;1
18860;2011;2;48;5;107;107;72;4;0;0;0;0;1728;   ;-1;-1;3;1728;20;2
18864;2011;2;55;2;283;283;283;3;2;4;8;11;185;A  ;3;1;1;2025;17;1
18865;2011;2;48;5;275;275;280;4;1;2;4;4;5036;   ;-1;5;1;5036;20;2
18866;2011;1;56;1;285;285;285;3;4;5;8;14;4887;A  ;3;1;1;461;17;3
18867;2011;1;51;1;43;43;36;3;6;13;22;29;8379;A  ;3;1;1;252;17;1
18873;2011;1;53;1;256;256;41;3;2;5;7;14;8379;A  ;4;1;1;258;17;1
18874;2011;1;31;5;108;108;103;1;1;5;5;6;9485;C  ;6;5;3;166;21;2
18875;2011;2;50;1;287;287;204;3;1;2;3;4;6593;B  ;-1;3;1;4070;18;1
18876;2011;1;31;5;234;234;231;2;0;0;0;0;8453;   ;;;;;;
18877;2011;2;41;1;-1;-1;287;3;16;19;20;20;8924;C  ;1;-1;3;674;17;1
18878;2011;1;50;2;279;260;265;3;4;9;10;13;427;C  ;-1;4;1;427;21;1
18879;2011;2;31;5;252;252;252;4;0;1;3;3;1102;   ;-1;-1;3;1102;20;2
18881;2011;1;37;1;35;35;38;3;6;8;8;11;605;B  ;1;3;1;162;20;1
18883;2011;2;45;1;16;16;16;3;1;1;1;1;1974;B  ;2;3;1;376;18;1
18884;2011;1;20;7;-1;-1;41;2;0;0;0;0;605;   ;;;;;;
18885;2011;1;33;5;150;150;119;4;0;0;0;0;527;   ;-1;-1;3;527;80;1
18886;2011;1;44;1;252;38;157;3;9;13;17;21;611;B  ;2;3;2;175;21;1
18887;2011;1;38;1;258;258;112;3;6;7;7;10;868;B  ;2;3;3;201;20;1
18888;2011;2;68;1;271;271;271;3;5;9;9;10;868;A  ;;;;;;
18889;2011;1;54;1;262;256;75;3;4;6;6;10;388;A  ;2;1;1;388;19;1
18890;2011;1;31;5;47;47;48;1;2;5;5;6;4908;D  ;;;;;;
18891;2011;1;30;1;188;188;189;1;4;8;11;12;1793;C  ;;;;;;
18894;2011;1;56;1;-1;-1;155;3;3;4;6;9;162;A  ;-1;1;1;5855;19;1
18895;2011;2;24;5;271;271;256;4;0;1;2;2;8913;   ;-1;-1;3;5183;22;2
18896;2011;1;53;1;271;271;271;3;0;0;1;2;334;B  ;-1;3;2;334;18;1
18897;2011;1;36;1;-1;-1;158;3;2;5;5;5;1322;B  ;1;3;1;1322;20;1
18898;2011;2;50;2;66;63;66;3;3;4;4;4;502;A  ;-1;2;1;1568;19;1
18899;2011;1;64;1;108;52;158;3;11;19;33;33;868;A  ;;;;;;
18900;2011;1;58;1;200;171;-1;3;6;16;19;25;313;A  ;-1;1;3;309;17;1
18901;2011;1;50;5;286;206;235;4;0;0;0;0;101;   ;-1;-1;3;162;20;2
18902;2011;2;38;1;184;184;184;3;12;17;19;21;82;S/D;-1;-1;3;400;52;3
18903;2011;1;65;1;18;18;18;3;9;13;27;34;1710;A  ;4;1;1;146;19;1
18905;2011;2;51;1;200;-1;155;3;3;4;6;8;5855;B  ;-1;3;1;5856;20;1
18906;2011;1;26;5;271;271;119;1;3;4;5;6;8913;D  ;6;-1;3;175;22;2
18907;2011;2;32;1;20;20;256;1;7;13;15;15;5366;C  ;7;4;1;5366;18;2
18908;2011;2;51;1;51;48;48;4;1;1;2;3;326;   ;-1;3;1;326;18;1
18909;2011;1;37;1;246;-1;246;3;3;5;10;11;186;C  ;-1;4;3;1537;20;2
